Sexo,Altura,Peso
F,1.59,61.75
F,1.61,58.16
F,1.54,62.5
F,1.67,72.68
F,1.65,66.33
F,1.64,62.62
F,1.64,60.59
F,1.63,61.83
F,1.7,78.1
F,1.62,67.74
F,1.56,57.64
F,1.61,64.94
F,1.55,52.57
F,1.59,62.84
F,1.69,71.25
F,1.59,58.22
F,1.56,63.76
F,1.61,62.57
F,1.56,52.01
F,1.59,54.71
F,1.63,61.29
F,1.58,59.65
F,1.67,69.47
F,1.65,69.38
F,1.47,47.57
F,1.52,57.36
F,1.62,62.66
F,1.53,61.27
F,1.63,63.54
F,1.53,56.12
F,1.56,52.64
F,1.65,71.13
F,1.63,64.78
F,1.67,69.98
F,1.66,72.95
F,1.67,73.37
F,1.6,60.13
F,1.74,73.93
F,1.61,59.83
F,1.62,64.69
F,1.42,38.74
F,1.75,81.02
F,1.55,53.86
F,1.67,68.26
F,1.65,68.22
F,1.56,56.8
F,1.59,55.03
F,1.59,60.71
F,1.57,62.88
F,1.65,66.84
F,1.69,66.93
F,1.64,71.76
F,1.5,49.3
F,1.6,57.4
F,1.64,62.95
F,1.67,77.99
F,1.65,68.08
F,1.68,67.22
F,1.55,57.64
F,1.64,60.71
F,1.57,62.04
F,1.79,87.35
F,1.64,67.81
F,1.6,60.46
F,1.76,81.39
F,1.57,60.68
F,1.54,54.45
F,1.66,61.36
F,1.67,62.41
F,1.64,73.82
F,1.73,79.21
F,1.56,52.09
F,1.62,57.55
F,1.68,68.5
F,1.72,76.28
F,1.66,58.81
F,1.61,67.33
F,1.57,53.88
F,1.58,59.92
F,1.52,59.5
F,1.64,63.75
F,1.61,59.61
F,1.66,68.71
F,1.63,61.06
F,1.65,61.37
F,1.5,51.44
F,1.7,65.04
F,1.64,56.9
F,1.61,60.22
F,1.63,58.14
F,1.54,54.72
F,1.75,75.27
F,1.55,50.91
F,1.53,60.47
F,1.57,56.72
F,1.66,63.37
F,1.51,48.18
F,1.69,68.31
F,1.54,51.75
F,1.56,55.03
F,1.58,64.63
F,1.54,54.44
F,1.7,68.4
F,1.65,67.9
F,1.54,51.54
F,1.64,64.77
F,1.69,73.8
F,1.55,57.81
F,1.67,61.57
F,1.56,65.51
F,1.46,42.48
F,1.59,64.51
F,1.54,55.89
F,1.59,59.97
F,1.67,72.09
F,1.67,66.66
F,1.67,68.02
F,1.66,56.14
F,1.69,71.21
F,1.44,45.9
F,1.54,55.65
F,1.6,54.9
F,1.57,59.98
F,1.65,59.87
F,1.59,64.55
F,1.5,50.73
F,1.6,68.89
F,1.69,66.97
F,1.48,49.95
F,1.64,69.4
F,1.52,46.67
F,1.68,73.18
F,1.7,65.33
F,1.67,68.29
F,1.69,58.7
F,1.66,67.12
F,1.7,75.57
F,1.49,48.46
F,1.57,59.87
F,1.6,56.62
F,1.66,62.22
F,1.6,64.75
F,1.6,70.11
F,1.58,50.54
F,1.51,49.63
F,1.74,67.5
F,1.59,59.38
F,1.58,58.74
F,1.61,66.76
F,1.73,78.99
F,1.63,56.99
F,1.64,62.56
F,1.6,55.12
F,1.55,54.66
F,1.52,52.84
F,1.61,66.5
F,1.57,56.54
F,1.68,63.64
F,1.57,61.67
F,1.53,52.36
F,1.57,56.22
F,1.69,67.96
F,1.5,56.22
F,1.64,62.81
F,1.62,60.63
F,1.55,55.96
F,1.62,62.92
F,1.6,60.78
F,1.55,60.11
F,1.51,50.41
F,1.65,64.32
F,1.59,63.63
F,1.59,65.35
F,1.59,57.23
F,1.72,73.15
F,1.65,68.33
F,1.69,73.52
F,1.67,69.07
F,1.56,63.51
F,1.59,54.61
F,1.65,61.56
F,1.57,57.57
F,1.64,70.8
F,1.62,70.57
F,1.73,74.21
F,1.66,68.72
F,1.64,70.45
F,1.54,55.83
F,1.54,54.85
F,1.66,64.87
F,1.68,56.25
F,1.56,55.06
F,1.63,67.76
F,1.45,51.79
F,1.57,56.76
F,1.53,50.24
F,1.53,61.48
F,1.77,80.73
F,1.67,60.25
F,1.49,50.67
F,1.72,77.34
F,1.6,64.36
F,1.66,68.57
F,1.51,54.99
F,1.54,43.4
F,1.6,64.07
F,1.59,46.65
F,1.57,62.91
F,1.52,44.31
F,1.5,50.13
F,1.68,62.04
F,1.7,77.5
F,1.62,58.27
F,1.75,74.32
F,1.57,51.55
